<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.01.28	08:00:00	1119.76	1119.87	1117.19	1117.42	3669	2206100	24
2016.01.28	09:00:00	1117.40	1119.03	1117.24	1118.05	5887	3575392	24
2016.01.28	10:00:00	1117.99	1119.49	1117.30	1118.84	7321	4514798	24
2016.01.28	11:00:00	1118.85	1120.00	1117.81	1117.81	6324	3927697	24
2016.01.28	12:00:00	1117.81	1119.02	1117.70	1118.41	5873	3539460	24
2016.01.28	13:00:00	1118.43	1121.79	1118.16	1121.70	6887	4747109	24
2016.01.28	14:00:00	1121.68	1122.03	1118.24	1119.77	7418	4868832	24
2016.01.28	15:00:00	1119.80	1122.16	1118.20	1120.32	10111	5978543	24
2016.01.28	16:00:00	1120.39	1121.05	1111.49	1113.75	13997	8367909	24
2016.01.28	17:00:00	1113.75	1116.81	1113.11	1115.49	10232	6386398	24
2016.01.28	18:00:00	1115.45	1116.81	1114.42	1116.22	8065	5002504	24
2016.01.28	19:00:00	1116.25	1116.25	1114.09	1115.69	6586	3953253	29
2016.01.28	20:00:00	1115.74	1116.76	1114.42	1115.45	7409	4634630	25
2016.01.28	21:00:00	1115.55	1115.69	1113.87	1115.56	4534	2285816	24
2016.01.28	22:00:00	1115.56	1115.89	1113.26	1113.86	4991	2820742	24
2016.01.28	23:00:00	1113.83	1114.75	1113.39	1114.28	1674	903200	33
2016.01.29	01:00:00	1115.33	1115.35	1114.10	1114.10	999	493200	37
2016.01.29	02:00:00	1114.12	1115.56	1113.24	1114.38	3005	1515766	33
2016.01.29	03:00:00	1114.56	1116.18	1114.07	1115.85	2886	1480233	31
2016.01.29	04:00:00	1115.85	1116.59	1113.93	1114.60	2181	1086997	24
2016.01.29	05:00:00	1114.60	1115.70	1108.32	1112.22	3691	1776747	24
2016.01.29	06:00:00	1112.08	1118.12	1112.05	1115.44	5037	2463410	24
2016.01.29	07:00:00	1115.44	1115.44	1113.10	1114.23	3379	1801120	24
2016.01.29	08:00:00	1114.15	1116.26	1113.48	1115.12	5157	2771146	24
2016.01.29	09:00:00	1115.14	1116.11	1112.52	1113.15	6138	3585249	24
2016.01.29	10:00:00	1113.15	1113.19	1111.38	1111.52	9744	4215098	24
2016.01.29	11:00:00	1111.55	1113.38	1111.45	1113.10	6280	3460898	24
2016.01.29	12:00:00	1113.11	1114.42	1112.00	1112.51	6328	3837515	27
2016.01.29	13:00:00	1112.31	1112.79	1111.44	1111.90	4785	2734000	24
2016.01.29	14:00:00	1111.88	1115.51	1111.70	1115.10	6818	3259394	24
2016.01.29	15:00:00	1115.16	1117.17	1113.03	1113.29	10991	6860965	24
2016.01.29	16:00:00	1113.33	1115.06	1110.73	1112.02	10164	6507657	24
2016.01.29	17:00:00	1112.04	1118.38	1111.46	1117.71	13917	8588836	24
2016.01.29	18:00:00	1117.75	1118.25	1115.65	1116.65	10801	6816914	24
2016.01.29	19:00:00	1116.65	1117.31	1115.77	1116.76	7504	5455068	28
2016.01.29	20:00:00	1116.76	1117.35	1115.65	1116.24	8199	5390395	32
2016.01.29	21:00:00	1116.31	1117.06	1115.88	1116.27	5656	3448845	26
2016.01.29	22:00:00	1116.25	1118.14	1116.24	1117.65	4207	2366006	26
2016.01.29	23:00:00	1117.63	1118.08	1116.04	1117.99	537	445700	42
2016.02.01	01:00:00	1115.86	1118.03	1115.86	1117.57	1572	1013082	24
2016.02.01	02:00:00	1117.57	1119.15	1116.85	1118.23	3750	2608653	27
2016.02.01	03:00:00	1118.22	1120.70	1117.47	1120.16	6089	3698336	26
2016.02.01	04:00:00	1120.18	1121.64	1120.16	1121.10	4611	3107592	28
2016.02.01	05:00:00	1121.10	1122.27	1120.89	1122.11	4060	2599088	25
2016.02.01	06:00:00	1122.11	1122.22	1121.21	1122.05	5062	3449042	27
2016.02.01	07:00:00	1122.11	1122.19	1120.35	1122.06	4409	2905020	24
2016.02.01	08:00:00	1122.09	1122.37	1120.38	1121.59	4334	3078543	24
2016.02.01	09:00:00	1121.59	1123.66	1121.39	1122.74	5228	4044733	24
2016.02.01	10:00:00	1122.63	1124.07	1120.59	1121.81	7581	5940090	24
2016.02.01	11:00:00	1121.81	1122.26	1121.24	1121.79	5796	3938329	25
2016.02.01	12:00:00	1121.80	1123.30	1121.50	1122.72	5570	3553181	24
2016.02.01	13:00:00	1122.70	1123.59	1121.53	1121.59	4374	3083752	24
2016.02.01	14:00:00	1121.60	1123.99	1121.53	1123.62	5917	3521131	24
2016.02.01	15:00:00	1123.64	1123.68	1119.52	1122.65	9755	6314722	24
2016.02.01	16:00:00	1122.65	1127.03	1121.65	1126.12	11647	6080829	24
2016.02.01	17:00:00	1126.33	1128.80	1125.37	1125.85	13473	7886101	24
2016.02.01	18:00:00	1125.85	1127.01	1124.32	1126.20	10857	7300914	26
2016.02.01	19:00:00	1126.20	1126.82	1125.71	1126.82	6727	4384430	24
2016.02.01	20:00:00	1126.82	1127.99	1126.58	1127.13	7480	5389199	24
2016.02.01	21:00:00	1127.04	1128.85	1126.88	1128.44	4934	3414434	26
2016.02.01	22:00:00	1128.43	1129.65	1127.65	1129.43	5298	3379572	29
2016.02.01	23:00:00	1129.45	1129.52	1127.70	1128.37	1381	872019	29
2016.02.02	01:00:00	1128.08	1128.94	1127.86	1128.19	1164	1064575	31
2016.02.02	02:00:00	1128.19	1130.35	1127.87	1129.08	3642	2694728	24
2016.02.02	03:00:00	1129.07	1129.07	1126.91	1127.29	5018	4194575	24
2016.02.02	04:00:00	1127.26	1127.97	1126.29	1126.92	3853	2487375	25
2016.02.02	05:00:00	1126.92	1126.97	1125.71	1125.72	3462	2745416	24
2016.02.02	06:00:00	1125.72	1126.33	1124.92	1125.33	3309	2340057	24
2016.02.02	07:00:00	1125.33	1126.74	1124.73	1125.43	3695	2745185	24
2016.02.02	08:00:00	1125.43	1126.87	1124.90	1125.42	3242	2345079	24
2016.02.02	09:00:00	1125.42	1126.42	1124.52	1125.61	4867	3410072	24
2016.02.02	10:00:00	1125.63	1126.04	1124.20	1125.82	3293	2259539	25
2016.02.02	11:00:00	1125.74	1126.33	1124.71	1125.21	5847	2897952	24
2016.02.02	12:00:00	1125.22	1125.87	1123.57	1124.66	5631	3320431	24
2016.02.02	13:00:00	1124.66	1124.66	1123.29	1124.18	3255	1751725	24
2016.02.02	14:00:00	1124.24	1125.43	1124.03	1124.85	4363	1955562	24
2016.02.02	15:00:00	1124.82	1127.33	1124.29	1126.88	9024	5658187	24
2016.02.02	16:00:00	1126.84	1131.00	1126.71	1128.31	13890	9179545	24
2016.02.02	17:00:00	1128.29	1129.61	1127.08	1127.74	12994	7911560	25
2016.02.02	18:00:00	1127.73	1127.89	1123.97	1124.53	10550	6439242	24
2016.02.02	19:00:00	1124.54	1125.92	1122.25	1125.78	7760	4726378	24
2016.02.02	20:00:00	1125.81	1128.61	1125.16	1127.37	8006	5158338	24
2016.02.02	21:00:00	1127.39	1128.16	1126.96	1127.65	4106	2500148	24
2016.02.02	22:00:00	1127.68	1129.67	1127.63	1129.51	5932	3537819	24
2016.02.02	23:00:00	1129.52	1129.59	1127.63	1128.62	1180	966500	34
2016.02.03	01:00:00	1128.12	1128.24	1127.20	1127.30	1175	1017545	34
2016.02.03	02:00:00	1127.29	1127.59	1125.90	1127.16	2469	1903056	24
2016.02.03	03:00:00	1127.14	1128.29	1126.26	1127.95	3961	2971371	24
2016.02.03	04:00:00	1127.97	1128.97	1127.11	1128.16	4416	3024435	24
2016.02.03	05:00:00	1128.16	1128.36	1126.68	1127.38	2695	1797595	24
2016.02.03	06:00:00	1127.38	1128.10	1126.53	1126.54	3358	2012688	27
2016.02.03	07:00:00	1126.56	1128.58	1126.56	1128.08	4039	2358103	24
2016.02.03	08:00:00	1128.08	1129.18	1127.60	1127.90	4113	2588135	24
2016.02.03	09:00:00	1127.89	1128.40	1124.33	1124.38	3856	2386236	24
2016.02.03	10:00:00	1124.42	1127.07	1124.36	1126.36	7639	4866861	24
2016.02.03	11:00:00	1126.32	1127.65	1126.18	1127.65	6862	4287484	24
2016.02.03	12:00:00	1127.64	1130.60	1127.56	1129.87	8291	5550701	25
2016.02.03	13:00:00	1129.85	1130.05	1127.75	1128.21	6051	4321524	24
2016.02.03	14:00:00	1128.21	1130.07	1127.16	1129.75	7153	4230818	24
2016.02.03	15:00:00	1129.78	1132.98	1126.00	1126.31	13628	8151793	24
2016.02.03	16:00:00	1126.32	1132.04	1125.25	1131.95	14772	8965847	24
2016.02.03	17:00:00	1132.33	1139.03	1132.33	1137.59	20369	11038020	24
2016.02.03	18:00:00	1137.61	1140.63	1137.20	1138.04	16466	9129936	24
2016.02.03	19:00:00	1138.02	1140.22	1136.79	1139.31	12302	7930151	24
2016.02.03	20:00:00	1139.33	1145.45	1139.00	1143.55	14980	10498605	24
2016.02.03	21:00:00	1143.53	1143.95	1137.01	1138.28	11071	6973527	24
2016.02.03	22:00:00	1138.21	1142.18	1137.51	1142.07	9448	6147933	25
2016.02.03	23:00:00	1142.07	1143.36	1140.90	1142.34	2078	1816845	25
2016.02.04	01:00:00	1141.56	1142.20	1141.26	1141.85	1601	1347905	31
2016.02.04	02:00:00	1141.82	1143.56	1140.89	1142.86	5553	3993544	24
2016.02.04	03:00:00	1142.90	1143.20	1139.89	1141.20	7350	3810179	24
2016.02.04	04:00:00	1141.19	1141.69	1139.51	1140.59	5477	4010221	24
2016.02.04	05:00:00	1140.55	1142.16	1140.44	1140.44	4594	3379303	27
2016.02.04	06:00:00	1140.44	1141.61	1139.56	1141.08	4636	2978693	28
2016.02.04	07:00:00	1141.08	1143.07	1140.83	1142.86	5377	4058007	24
2016.02.04	08:00:00	1142.86	1143.32	1141.75	1143.21	3875	2472621	25
2016.02.04	09:00:00	1143.24	1143.75	1140.41	1141.77	6044	4389281	24
2016.02.04	10:00:00	1141.80	1144.97	1141.49	1144.81	11161	7055367	26
2016.02.04	11:00:00	1144.85	1147.29	1144.82	1145.84	10966	7337724	25
2016.02.04	12:00:00	1145.82	1147.32	1145.20	1146.96	9385	4377116	24
2016.02.04	13:00:00	1146.97	1147.30	1144.86	1145.13	7662	3592894	24
2016.02.04	14:00:00	1145.13	1147.87	1144.74	1147.55	9327	4835938	24
2016.02.04	15:00:00	1147.55	1154.72	1147.14	1152.77	18329	10831756	24
2016.02.04	16:00:00	1152.77	1155.33	1152.04	1154.49	18313	10137296	24
2016.02.04	17:00:00	1154.54	1156.64	1149.06	1151.64	17292	12671147	24
2016.02.04	18:00:00	1151.61	1154.97	1151.36	1153.98	14755	10397038	24
2016.02.04	19:00:00	1153.97	1156.14	1151.38	1155.20	13127	7891772	27
2016.02.04	20:00:00	1155.22	1157.14	1154.31	1154.84	11112	8196483	29
2016.02.04	21:00:00	1154.81	1157.29	1154.02	1155.87	7788	5737555	30
2016.02.04	22:00:00	1155.86	1156.58	1155.40	1155.70	8445	6356925	29
2016.02.04	23:00:00	1155.70	1155.72	1154.33	1155.36	1416	1075000	34
2016.02.05	01:00:00	1155.50	1155.68	1154.86	1155.37	1002	831000	32
2016.02.05	02:00:00	1155.42	1156.13	1152.99	1155.52	5321	3575605	24
2016.02.05	03:00:00	1155.54	1156.02	1153.80	1154.18	5691	4055480	24
2016.02.05	04:00:00	1154.18	1156.05	1153.42	1155.74	4754	3595400	24
2016.02.05	05:00:00	1155.74	1155.97	1154.55	1155.61	3430	2909400	29
2016.02.05	06:00:00	1155.55	1156.89	1155.16	1155.22	4193	3338200	24
2016.02.05	07:00:00	1155.21	1155.55	1153.95	1154.67	5271	3548993	30
2016.02.05	08:00:00	1154.73	1156.02	1154.11	1154.14	4713	3522980	27
2016.02.05	09:00:00	1154.19	1155.09	1153.98	1154.23	5439	4832794	24
2016.02.05	10:00:00	1154.15	1156.50	1153.02	1155.71	10499	6184742	24
2016.02.05	11:00:00	1155.70	1158.24	1155.37	1157.38	7700	4184490	24
2016.02.05	12:00:00	1157.38	1158.93	1157.08	1158.87	5860	3033490	24
2016.02.05	13:00:00	1158.88	1160.59	1158.51	1158.89	6374	3458213	25
2016.02.05	14:00:00	1158.89	1159.74	1157.56	1158.58	6581	4448099	24
2016.02.05	15:00:00	1158.58	1163.07	1148.92	1150.98	15917	9505089	24
2016.02.05	16:00:00	1151.02	1151.44	1145.15	1149.50	18498	11659168	24
2016.02.05	17:00:00	1149.45	1154.34	1146.32	1153.61	16442	11842576	24
2016.02.05	18:00:00	1153.54	1156.58	1153.28	1154.85	13624	8804148	24
2016.02.05	19:00:00	1154.88	1158.84	1154.15	1157.12	11779	7425856	24
2016.02.05	20:00:00	1157.14	1158.20	1156.78	1157.48	10163	6211836	28
2016.02.05	21:00:00	1157.49	1162.35	1157.41	1162.33	7871	4503791	29
2016.02.05	22:00:00	1162.30	1174.40	1161.85	1173.89	13145	9421453	24
2016.02.05	23:00:00	1173.84	1173.92	1171.91	1173.06	2220	1990853	37
2016.02.08	01:00:00	1168.46	1170.07	1164.63	1164.81	2753	2463300	24
2016.02.08	02:00:00	1164.78	1168.42	1164.37	1167.97	4008	2860746	31
2016.02.08	03:00:00	1167.98	1168.27	1164.69	1164.93	2218	1371600	28
2016.02.08	04:00:00	1164.91	1166.20	1164.23	1165.01	2592	1617300	27
2016.02.08	05:00:00	1165.02	1166.35	1164.37	1165.76	2369	1827599	24
2016.02.08	06:00:00	1165.80	1168.53	1165.47	1166.23	3948	2534200	31
2016.02.08	07:00:00	1166.25	1166.53	1165.02	1165.72	3482	2543360	30
2016.02.08	08:00:00	1165.73	1166.04	1164.61	1165.99	2310	1691200	25
2016.02.08	09:00:00	1165.97	1166.05	1164.24	1165.34	5006	3575699	24
2016.02.08	10:00:00	1165.35	1168.39	1164.67	1168.25	8959	5982794	24
2016.02.08	11:00:00	1168.24	1173.76	1168.07	1173.35	10683	6153376	24
2016.02.08	12:00:00	1173.38	1176.65	1172.22	1175.80	9546	5942017	24
2016.02.08	13:00:00	1175.82	1176.88	1171.59	1175.25	9221	4037500	24
2016.02.08	14:00:00	1175.18	1183.01	1174.93	1181.96	11065	5440012	24
2016.02.08	15:00:00	1182.13	1183.44	1178.05	1181.57	13894	7269302	24
2016.02.08	16:00:00	1181.70	1192.64	1181.36	1191.49	17515	8394213	24
2016.02.08	17:00:00	1191.60	1199.05	1189.38	1193.02	18927	10169674	24
2016.02.08	18:00:00	1193.03	1197.59	1192.90	1193.89	15804	10410082	24
2016.02.08	19:00:00	1193.85	1195.79	1191.37	1195.01	11598	7376898	24
2016.02.08	20:00:00	1194.94	1200.77	1194.88	1200.59	11883	7725715	24
2016.02.08	21:00:00	1200.58	1200.81	1194.06	1195.09	10446	7117098	27
2016.02.08	22:00:00	1195.09	1195.28	1189.24	1190.10	10177	6622205	24
2016.02.08	23:00:00	1190.09	1191.00	1188.25	1190.02	2359	1583400	30
2016.02.09	01:00:00	1190.68	1193.33	1190.33	1190.93	1574	1472950	33
2016.02.09	02:00:00	1190.85	1193.50	1190.52	1192.65	3523	2996095	30
2016.02.09	03:00:00	1192.65	1194.20	1192.22	1193.32	4208	3593000	28
2016.02.09	04:00:00	1193.32	1194.09	1191.26	1193.48	5704	3764200	26
2016.02.09	05:00:00	1193.49	1195.43	1191.79	1192.72	4727	3665591	29
2016.02.09	06:00:00	1192.73	1193.61	1192.14	1192.73	3725	2662128	27
2016.02.09	07:00:00	1192.68	1193.33	1190.68	1191.29	3862	3036283	31
2016.02.09	08:00:00	1191.28	1193.01	1190.94	1192.78	3156	2144500	24
2016.02.09	09:00:00	1192.84	1193.77	1185.74	1186.32	4847	4103173	24
2016.02.09	10:00:00	1186.31	1194.77	1185.59	1188.27	12537	7133904	24
2016.02.09	11:00:00	1188.26	1189.89	1186.74	1189.25	9187	6425700	24
2016.02.09	12:00:00	1189.25	1190.52	1187.54	1188.86	9033	5421300	26
2016.02.09	13:00:00	1188.85	1191.60	1187.30	1191.25	8630	5356748	24
2016.02.09	14:00:00	1191.25	1196.71	1191.03	1196.23	9868	6120886	24
2016.02.09	15:00:00	1196.27	1198.76	1193.94	1198.03	14733	6441292	24
2016.02.09	16:00:00	1198.03	1198.03	1188.29	1189.11	16374	7485487	24
2016.02.09	17:00:00	1189.31	1195.65	1187.71	1194.99	16036	4603155	24
2016.02.09	18:00:00	1195.03	1195.55	1191.72	1195.16	15997	7952858	24
2016.02.09	19:00:00	1195.19	1197.56	1194.16	1196.96	12613	8774468	24
2016.02.09	20:00:00	1196.96	1198.82	1194.62	1194.70	12057	9028714	28
2016.02.09	21:00:00	1194.71	1195.50	1189.82	1190.41	9866	7964602	24
